"agegroup","sex","salt","Pe","se"
"50-54","1","10",0.00793650793650794,0.00353289758031871
"50-54","1","10.1",0.0111111111111111,0.00414559049075954
"50-54","1","10.2",0.00634920634920635,0.00315011141362547
"50-54","1","10.3",0.0142857142857143,0.00468424696821281
"50-54","1","10.4",0.00317460317460317,0.00224585931871447
"50-54","1","10.5",0.00476190476190476,0.00274593465728174
"50-54","1","10.6",0.00634920634920635,0.0031551926190412
"50-54","1","10.7",0.0111111111111111,0.00415234728446736
"50-54","1","10.8",0.00158730158730159,0.00158571091089673
"50-54","1","10.9",0.00476190476190476,0.00272397000686791
"50-54","1","11",0.00952380952380952,0.0044312488686805
"50-54","1","11.1",0.00793650793650794,0.00353289758031871
"50-54","1","11.2",0.0158730158730159,0.00494518128870399
"50-54","1","11.3",0.00793650793650794,0.00352722513199448
"50-54","1","11.4",0.00634920634920635,0.00317038737353152
"50-54","1","11.5",0.00317460317460317,0.00224229008091221
"50-54","1","11.6",0.0126984126984127,0.00446015547529885
"50-54","1","11.7",0.00634920634920635,0.00314502199885068
"50-54","1","11.8",0.00476190476190476,0.00273277705197734
"50-54","1","11.9",0.00317460317460317,0.00224229008091221
"50-54","1","12",0.00634920634920635,0.00317038737353152
"50-54","1","12.1",0.00634920634920635,0.0031399243347979
"50-54","1","12.2",0.0111111111111111,0.00416582799432704
"50-54","1","12.3",0.00317460317460317,0.00224229008091221
"50-54","1","12.4",0.00476190476190476,0.00274593465728174
"50-54","1","12.5",0.00634920634920635,0.00316026565469593
"50-54","1","12.6",0.00317460317460317,0.00223871515259489
"50-54","1","12.7",0.00952380952380952,0.0038572325058104
"50-54","1","12.8",0.00634920634920635,0.00316026565469594
"50-54","1","12.9",0.00317460317460317,0.00224585931871447
"50-54","1","13",0.00476190476190476,0.00274593465728174
"50-54","1","13.1",0.00634920634920635,0.00316026565469594
"50-54","1","13.2",0.00476190476190476,0.00273277705197734
"50-54","1","13.3",0.00317460317460317,0.00223871515259489
"50-54","1","13.4",0.00952380952380952,0.0038572325058104
"50-54","1","13.5",0.00634920634920635,0.0031653305598704
"50-54","1","13.6",0.00158730158730159,0.00158571091089674
"50-54","1","13.7",0.00634920634920635,0.00317038737353152
"50-54","1","13.8",0.00158730158730159,0.00158571091089673
"50-54","1","13.9",0.00476190476190476,0.00272837708300465
"50-54","1","14",0.00317460317460317,0.00224585931871447
"50-54","1","14.1",0.00158730158730159,0.00158823446920995
"50-54","1","14.2",0.00793650793650794,0.00351585277980703
"50-54","1","14.3",0.00476190476190476,0.00274593465728174
"50-54","1","14.4",0.00952380952380952,0.00386345705571815
"50-54","1","14.5",0.00952380952380952,0.0038572325058104
"50-54","1","14.6",0.00317460317460317,0.00224585931871447
"50-54","1","14.7",0.00476190476190476,0.00273277705197734
"50-54","1","14.8",0.00317460317460317,0.00223513450645786
"50-54","1","14.9",0.00952380952380952,0.00385099789488158
"50-54","1","15",0.00476190476190476,0.00274155580525219
"50-54","1","15.1",0.00476190476190476,0.00273716994806004
"50-54","1","15.3",0.00158730158730159,0.00158823446920995
"50-54","1","15.4",0.00952380952380952,0.00387587616628477
"50-54","1","15.5",0.00317460317460317,0.00224229008091221
"50-54","1","15.6",0.00634920634920635,0.003175436134336
"50-54","1","15.7",0.00476190476190476,0.00272837708300465
"50-54","1","15.8",0.00793650793650794,0.00352154354658935
"50-54","1","15.9",0.00476190476190476,0.00274155580525219
"50-54","1","16.1",0.00317460317460317,0.00224229008091221
"50-54","1","16.2",0.00634920634920635,0.00316026565469594
"50-54","1","16.5",0.00317460317460317,0.00223871515259489
"50-54","1","16.6",0.00158730158730159,0.00158823446920995
"50-54","1","16.7",0.00317460317460317,0.00223513450645785
"50-54","1","16.8",0.00317460317460317,0.00223871515259489
"50-54","1","16.9",0.00317460317460317,0.00224229008091221
"50-54","1","17",0.00634920634920635,0.00312458144289121
"50-54","1","17.1",0.00476190476190476,0.00275030653760812
"50-54","1","17.2",0.00476190476190476,0.00274155580525219
"50-54","1","17.3",0.00158730158730159,0.00158823446920995
"50-54","1","17.4",0.00317460317460317,0.00223513450645786
"50-54","1","17.5",0.00317460317460317,0.00223871515259489
"50-54","1","17.7",0.00158730158730159,0.00158571091089673
"50-54","1","17.8",0.00476190476190476,0.00272837708300465
"50-54","1","17.9",0.00476190476190476,0.00273277705197734
"50-54","1","18",0.00158730158730159,0.00158318333009392
"50-54","1","18.2",0.00158730158730159,0.00158318333009392
"50-54","1","18.3",0.00476190476190476,0.00273716994806004
"50-54","1","18.4",0.00317460317460317,0.00224229008091221
"50-54","1","18.5",0.00158730158730159,0.00158823446920995
"50-54","1","18.6",0.00158730158730159,0.00158823446920995
"50-54","1","18.7",0.00158730158730159,0.00158571091089673
"50-54","1","18.9",0.00158730158730159,0.00158823446920995
"50-54","1","19.1",0.00317460317460317,0.00224229008091221
"50-54","1","19.3",0.00476190476190476,0.00274155580525219
"50-54","1","19.4",0.00158730158730159,0.00158571091089673
"50-54","1","19.5",0.00317460317460317,0.00224229008091221
"50-54","1","19.6",0.00158730158730159,0.00158823446920995
"50-54","1","19.7",0.00158730158730159,0.00158318333009392
"50-54","1","19.8",0.00158730158730159,0.00158823446920995
"50-54","1","19.9",0.00158730158730159,0.00158823446920995
"50-54","1","20",0.00476190476190476,0.00274155580525219
"50-54","1","20.4",0.00158730158730159,0.00158571091089674
"50-54","1","20.5",0.00158730158730159,0.00158823446920995
"50-54","1","20.8",0.00158730158730159,0.00158571091089673
"50-54","1","21.1",0.00476190476190476,0.00274593465728174
"50-54","1","21.2",0.00158730158730159,0.00158571091089673
"50-54","1","21.5",0.00158730158730159,0.00158823446920995
"50-54","1","22.2",0.00158730158730159,0.00158571091089673
"50-54","1","22.3",0.00158730158730159,0.00158571091089674
"50-54","1","22.5",0.00317460317460317,0.00223871515259489
"50-54","2","1.2",0.00124688279301746,0.00124476948703164
"50-54","2","1.4",0.00124688279301746,0.00124788463952654
"50-54","2","1.5",0.00124688279301746,0.00124476948703164
"50-54","2","1.6",0.00124688279301746,0.00124632803655604
"50-54","2","1.7",0.00124688279301746,0.00124632803655605
"50-54","2","1.8",0.00124688279301746,0.00124788463952654
"50-54","2","1.9",0.00374064837905237,0.0021510607655468
"50-54","2","2",0.00124688279301746,0.00124788463952654
"50-54","2","2.1",0.00374064837905237,0.00214835167523683
"50-54","2","2.2",0.00124688279301746,0.00124632803655604
"50-54","2","2.3",0.00249376558603491,0.00176055963051275
"50-54","2","2.4",0.00249376558603491,0.00175393136109352
"50-54","2","2.5",0.00623441396508728,0.00277411220128665
"50-54","2","2.6",0.00872817955112219,0.00328722250932172
"50-54","2","2.7",0.00374064837905237,0.00214835167523683
"50-54","2","2.8",0.00249376558603491,0.00176276351514106
"50-54","2","2.9",0.00374064837905237,0.00215646873620709
"50-54","2","3",0.00748129675810474,0.00303538257818233
"50-54","2","3.1",0.00748129675810474,0.00303538257818233
"50-54","2","3.2",0.00748129675810474,0.00303154290795445
"50-54","2","3.3",0.013715710723192,0.00407564998763684
"50-54","2","3.4",0.00997506234413965,0.00347010005927387
"50-54","2","3.5",0.00623441396508728,0.00277411220128665
"50-54","2","3.6",0.00748129675810474,0.00303538257818233
"50-54","2","3.7",0.00872817955112219,0.00325815735986158
"50-54","2","3.8",0.00872817955112219,0.00327064548028268
"50-54","2","3.9",0.0112219451371571,0.00369994188563584
"50-54","2","4",0.00997506234413965,0.00349684920559681
"50-54","2","4.1",0.0149625935162095,0.00422990131662397
"50-54","2","4.2",0.00623441396508728,0.00276710562081051
"50-54","2","4.3",0.00872817955112219,0.00328308609904872
"50-54","2","4.4",0.0112219451371571,0.00367150037704044
"50-54","2","4.5",0.013715710723192,0.00406515778867072
"50-54","2","4.6",0.00997506234413965,0.00351014733869369
"50-54","2","4.7",0.0124688279301746,0.00390548314280828
"50-54","2","4.8",0.00997506234413965,0.00391288365045899
"50-54","2","4.9",0.0112219451371571,0.00369521683630836
"50-54","2","5",0.0162094763092269,0.00443736947801242
"50-54","2","5.1",0.00997506234413965,0.00350128752854834
"50-54","2","5.2",0.00872817955112219,0.00328308609904872
"50-54","2","5.3",0.00997506234413965,0.00348350030774045
"50-54","2","5.4",0.0174563591022444,0.00456983904082595
"50-54","2","5.5",0.0124688279301746,0.00388554997707327
"50-54","2","5.6",0.0124688279301746,0.00388055068717415
"50-54","2","5.7",0.00623441396508728,0.00328482116670841
"50-54","2","5.8",0.013715710723192,0.00405990152088978
"50-54","2","5.9",0.00872817955112219,0.00327064548028268
"50-54","2","6",0.0124688279301746,0.00390050940136712
"50-54","2","6.1",0.00872817955112219,0.00327479760438993
"50-54","2","6.2",0.0187032418952618,0.00469368596183118
"50-54","2","6.3",0.013715710723192,0.00407564998763685
"50-54","2","6.4",0.0162094763092269,0.00446006029389171
"50-54","2","6.5",0.0124688279301746,0.00390050940136711
"50-54","2","6.6",0.00997506234413965,0.00351014733869369
"50-54","2","6.7",0.0174563591022444,0.00456388802174287
"50-54","2","6.8",0.0162094763092269,0.00478063640698766
"50-54","2","6.9",0.013715710723192,0.00444605380032928
"50-54","2","7",0.0124688279301746,0.00426291422878283
"50-54","2","7.1",0.0174563591022444,0.00461128113948818
"50-54","2","7.2",0.0162094763092269,0.00472755323649909
"50-54","2","7.3",0.00498753117206983,0.00247784032718353
"50-54","2","7.4",0.00623441396508728,0.00276710562081051
"50-54","2","7.5",0.0199501246882793,0.00490548924763392
"50-54","2","7.6",0.0149625935162095,0.00457303501648011
"50-54","2","7.7",0.0124688279301746,0.00389054284296427
"50-54","2","7.8",0.0149625935162095,0.00424639083309109
"50-54","2","7.9",0.00623441396508728,0.00277760886368666
"50-54","2","8",0.00124688279301746,0.00124632803655604
"50-54","2","8.1",0.00623441396508728,0.0027880725389667
"50-54","2","8.2",0.00498753117206983,0.00248722388886579
"50-54","2","8.3",0.00748129675810474,0.00303538257818233
"50-54","2","8.4",0.00872817955112219,0.00326648807829894
"50-54","2","8.5",0.013715710723192,0.00410696575911296
"50-54","2","8.6",0.00249376558603491,0.00176055963051275
"50-54","2","8.7",0.0124688279301746,0.00387554494840679
"50-54","2","8.8",0.00872817955112219,0.00328722250932172
"50-54","2","8.9",0.00872817955112219,0.00327479760438993
"50-54","2","9",0.00498753117206983,0.00302659491848398
"50-54","2","9.1",0.00748129675810474,0.00302769836833281
"50-54","2","9.2",0.0124688279301746,0.00387053273575034
"50-54","2","9.3",0.00872817955112219,0.00327064548028268
"50-54","2","9.4",0.00748129675810474,0.00302384894074445
"50-54","2","9.5",0.00997506234413965,0.00350128752854834
"50-54","2","9.6",0.00374064837905237,0.00215916764212984
"50-54","2","9.7",0.00872817955112219,0.00328722250932172
"50-54","2","9.8",0.0112219451371571,0.00370937392784469
"50-54","2","9.9",0.00374064837905237,0.00278223408492278
"50-54","2","10",0.0124688279301746,0.00388055068717415
"50-54","2","10.1",0.00623441396508728,0.00277411220128666
"50-54","2","10.2",0.00374064837905237,0.0021510607655468
"50-54","2","10.3",0.00623441396508728,0.0027671056208105
"50-54","2","10.4",0.0124688279301746,0.00388055068717415
"50-54","2","10.5",0.00374064837905237,0.00214835167523683
"50-54","2","10.6",0.00374064837905237,0.00214292322011991
"50-54","2","10.7",0.00124688279301746,0.00124788463952654
"50-54","2","10.8",0.0124688279301746,0.00391541167132811
"50-54","2","10.9",0.00249376558603491,0.00176496464781415
"50-54","2","11",0.00623441396508728,0.00277760886368665
"50-54","2","11.1",0.0112219451371571,0.00368574856546744
"50-54","2","11.2",0.00498753117206983,0.00248409997341132
"50-54","2","11.3",0.00374064837905237,0.00214835167523683
"50-54","2","11.4",0.00249376558603491,0.00175835298358149
"50-54","2","11.5",0.00623441396508728,0.00277411220128666
"50-54","2","11.6",0.00498753117206983,0.00249657218194714
"50-54","2","11.7",0.00124688279301746,0.00124788463952654
"50-54","2","11.8",0.00498753117206983,0.00248409997341132
"50-54","2","11.9",0.00498753117206983,0.00247470456652394
"50-54","2","12",0.00374064837905237,0.00214835167523683
"50-54","2","12.1",0.00374064837905237,0.00214835167523683
"50-54","2","12.2",0.00498753117206983,0.00248409997341131
"50-54","2","12.3",0.00374064837905237,0.0021618631786962
"50-54","2","12.4",0.00374064837905237,0.00215376644826144
"50-54","2","12.5",0.00374064837905237,0.00213748097866747
"50-54","2","12.6",0.00249376558603491,0.00175393136109352
"50-54","2","12.7",0.00249376558603491,0.00176276351514106
"50-54","2","12.8",0.00124688279301746,0.00124476948703163
"50-54","2","12.9",0.00124688279301746,0.00124632803655604
"50-54","2","13",0.00374064837905237,0.00214835167523683
"50-54","2","13.1",0.00249376558603491,0.00175614356393452
"50-54","2","13.2",0.00498753117206983,0.00248722388886579
"50-54","2","13.3",0.00249376558603491,0.00176276351514106
"50-54","2","13.6",0.00498753117206983,0.00248097212448257
"50-54","2","13.7",0.00498753117206983,0.00248409997341131
"50-54","2","13.8",0.00124688279301746,0.00124476948703164
"50-54","2","13.9",0.00249376558603491,0.00175393136109352
"50-54","2","14",0.00124688279301746,0.00124476948703164
"50-54","2","14.1",0.00249376558603491,0.00175614356393452
"50-54","2","14.4",0.00249376558603491,0.00176276351514106
"50-54","2","14.5",0.00249376558603491,0.00176276351514106
"50-54","2","14.6",0.00124688279301746,0.00124320898363243
"50-54","2","14.9",0.00249376558603491,0.00176055963051275
"50-54","2","15",0.00374064837905237,0.00215376644826145
"50-54","2","15.2",0.00249376558603491,0.00175393136109352
"50-54","2","15.4",0.00374064837905237,0.00215916764212984
"50-54","2","15.7",0.00124688279301746,0.00124320898363242
"50-54","2","15.8",0.00124688279301746,0.00124632803655605
"50-54","2","16.1",0.00124688279301746,0.00124320898363242
"50-54","2","16.2",0.00124688279301746,0.00124788463952653
"50-54","2","16.3",0.00124688279301746,0.00124632803655605
"50-54","2","16.4",0.00124688279301746,0.00124476948703164
"50-54","2","16.5",0.00124688279301746,0.00124632803655604
"50-54","2","16.7",0.00249376558603491,0.00175614356393452
"50-54","2","17.2",0.00124688279301746,0.00124476948703164
"50-54","2","17.3",0.00124688279301746,0.00124788463952654
"50-54","2","18.8",0.00124688279301746,0.00124632803655605
"50-54","2","19",0.00124688279301746,0.00124320898363242
"50-54","2","19.1",0.00249376558603491,0.00175835298358149
"50-54","2","19.9",0.00124688279301746,0.00124476948703164
"50-54","2","20.6",0.00124688279301746,0.00124788463952654
"50-54","2","22.3",0.00124688279301746,0.00124164651899151
"50-54","2","26.9",0.00124688279301746,0.00124632803655604
"55-59","1","1",0.0105448154657293,0.00428699879285091
"55-59","1","1.1",0.00175746924428822,0.00175830424686405
"55-59","1","1.3",0.00175746924428822,0.00174900506311567
"55-59","1","1.4",0.00351493848857645,0.00248606825990776
"55-59","1","1.5",0.00175746924428822,0.00175830424686405
"55-59","1","1.8",0.00175746924428822,0.00175830424686405
"55-59","1","2",0.00175746924428822,0.00175830424686405
"55-59","1","2.1",0.00175746924428822,0.00175520999312376
"55-59","1","2.2",0.0070298769771529,0.0034832036503241
"55-59","1","2.3",0.00351493848857645,0.00248606825990777
"55-59","1","2.4",0.00175746924428822,0.00175830424686405
"55-59","1","2.6",0.00351493848857645,0.00248606825990778
"55-59","1","2.7",0.00527240773286467,0.00303876448435974
"55-59","1","2.8",0.00175746924428822,0.00175830424686405
"55-59","1","2.9",0.00175746924428822,0.00175830424686405
"55-59","1","3",0.00175746924428822,0.00175830424686405
"55-59","1","3.3",0.0070298769771529,0.00350188065538714
"55-59","1","3.4",0.00527240773286467,0.00302801244448142
"55-59","1","3.5",0.00351493848857645,0.00247730671791087
"55-59","1","3.6",0.00351493848857645,0.00247730671791087
"55-59","1","3.7",0.00527240773286467,0.00302801244448142
"55-59","1","3.8",0.00351493848857645,0.0024729143061273
"55-59","1","3.9",0.00351493848857645,0.00248606825990777
"55-59","1","4",0.0105448154657293,0.00427175586790277
"55-59","1","4.1",0.0070298769771529,0.0034956660747646
"55-59","1","4.2",0.00351493848857645,0.00248169135545974
"55-59","1","4.3",0.00175746924428822,0.00175830424686405
"55-59","1","4.4",0.00527240773286467,0.00302262208193456
"55-59","1","4.5",0.00527240773286467,0.00303876448435974
"55-59","1","4.6",0.00527240773286467,0.00303876448435974
"55-59","1","4.7",0.00351493848857645,0.00248606825990778
"55-59","1","4.8",0.00175746924428822,0.00175520999312376
"55-59","1","4.9",0.00175746924428822,0.00175520999312376
"55-59","1","5",0.0070298769771529,0.00350808422688071
"55-59","1","5.1",0.0070298769771529,0.00348944042619238
"55-59","1","5.2",0.00351493848857645,0.00248169135545974
"55-59","1","5.3",0.0105448154657293,0.00425645835642947
"55-59","1","5.4",0.0070298769771529,0.00348944042619237
"55-59","1","5.5",0.00351493848857645,0.00247730671791087
"55-59","1","5.6",0.00527240773286467,0.00302801244448142
"55-59","1","5.7",0.00175746924428822,0.00175830424686405
"55-59","1","5.8",0.00175746924428822,0.00175830424686405
"55-59","1","5.9",0.0070298769771529,0.0034956660747646
"55-59","1","6",0.00527240773286467,0.00303876448435974
"55-59","1","6.1",0.00175746924428822,0.00175830424686405
"55-59","1","6.2",0.0070298769771529,0.0034956660747646
"55-59","1","6.3",0.00527240773286467,0.00303339322832867
"55-59","1","6.4",0.0123022847100176,0.00460473123343589
"55-59","1","6.5",0.00527240773286467,0.00303339322832867
"55-59","1","6.6",0.00527240773286467,0.00303876448435974
"55-59","1","6.7",0.00878734622144112,0.00387947636941559
"55-59","1","6.8",0.0105448154657293,0.00427938411718713
"55-59","1","6.9",0.00527240773286467,0.00303876448435973
"55-59","1","7",0.00175746924428822,0.00175830424686405
"55-59","1","7.1",0.00878734622144112,0.00388647596464292
"55-59","1","7.2",0.00878734622144112,0.00389346297614864
"55-59","1","7.3",0.00351493848857645,0.00247730671791087
"55-59","1","7.4",0.00878734622144112,0.00389346297614864
"55-59","1","7.5",0.00351493848857645,0.00248606825990777
"55-59","1","7.6",0.0105448154657293,0.00427938411718714
"55-59","1","7.7",0.0070298769771529,0.00350188065538714
"55-59","1","7.8",0.015817223198594,0.00520013709537224
"55-59","1","7.9",0.0123022847100176,0.00456322693627305
"55-59","1","8",0.00878734622144112,0.0039073995178925
"55-59","1","8.1",0.0140597539543058,0.00493038262991217
"55-59","1","8.2",0.0123022847100176,0.00459646035554855
"55-59","1","8.3",0.00878734622144112,0.0039073995178925
"55-59","1","8.4",0.00527240773286467,0.00303876448435974
"55-59","1","8.5",0.00175746924428822,0.00175520999312376
"55-59","1","8.6",0.0070298769771529,0.00350188065538714
"55-59","1","8.7",0.00527240773286467,0.00302262208193456
"55-59","1","8.8",0.00527240773286467,0.00303339322832867
"55-59","1","8.9",0.00527240773286467,0.00303876448435974
"55-59","1","9",0.00351493848857645,0.00248606825990777
"55-59","1","9.1",0.00878734622144112,0.00389346297614864
"55-59","1","9.2",0.0123022847100176,0.00461298728203648
"55-59","1","9.3",0.00878734622144112,0.00387947636941559
"55-59","1","9.4",0.0105448154657293,0.00427175586790276
"55-59","1","9.5",0.00351493848857645,0.00247730671791087
"55-59","1","9.6",0.00351493848857645,0.0024729143061273
"55-59","1","9.7",0.00351493848857645,0.00247291430612729
"55-59","1","9.8",0.0123022847100176,0.00461298728203648
"55-59","1","9.9",0.0105448154657293,0.004248788946576
"55-59","1","10",0.00878734622144112,0.00388647596464292
"55-59","1","10.1",0.00527240773286467,0.00302801244448141
"55-59","1","10.2",0.0070298769771529,0.0034956660747646
"55-59","1","10.3",0.0070298769771529,0.00351427684754683
"55-59","1","10.4",0.00527240773286467,0.00301181241493003
"55-59","1","10.5",0.00175746924428822,0.00175211027489222
"55-59","1","10.6",0.0105448154657293,0.00427938411718713
"55-59","1","10.7",0.00351493848857645,0.00248606825990777
"55-59","1","10.8",0.00351493848857645,0.00247730671791087
"55-59","1","10.9",0.0105448154657293,0.00425645835642946
"55-59","1","11",0.0070298769771529,0.0034956660747646
"55-59","1","11.1",0.00527240773286467,0.00302262208193456
"55-59","1","11.2",0.00351493848857645,0.00248169135545973
"55-59","1","11.3",0.00351493848857645,0.00247730671791087
"55-59","1","11.4",0.0105448154657293,0.00425645835642946
"55-59","1","11.5",0.00527240773286467,0.00303876448435974
"55-59","1","11.6",0.0070298769771529,0.0034956660747646
"55-59","1","11.7",0.00351493848857645,0.00248606825990777
"55-59","1","11.8",0.00878734622144112,0.00392128652845119
"55-59","1","11.9",0.00175746924428822,0.00175830424686405
"55-59","1","12",0.00527240773286467,0.00303876448435974
"55-59","1","12.1",0.00175746924428822,0.00175830424686405
"55-59","1","12.2",0.00878734622144112,0.00390043747155795
"55-59","1","12.3",0.0070298769771529,0.00348944042619238
"55-59","1","12.4",0.0070298769771529,0.00348944042619238
"55-59","1","12.5",0.00351493848857645,0.0024685140786092
"55-59","1","12.6",0.00527240773286467,0.00302262208193457
"55-59","1","12.7",0.0123022847100176,0.00459646035554855
"55-59","1","12.8",0.0070298769771529,0.00350188065538714
"55-59","1","12.9",0.0070298769771529,0.00350808422688071
"55-59","1","13",0.0070298769771529,0.00348944042619238
"55-59","1","13.1",0.00527240773286467,0.00302262208193456
"55-59","1","13.2",0.0070298769771529,0.0034832036503241
"55-59","1","13.3",0.00351493848857645,0.00247730671791087
"55-59","1","13.4",0.00527240773286467,0.00304412626300914
"55-59","1","13.5",0.0123022847100176,0.00459646035554855
"55-59","1","13.6",0.00527240773286467,0.00303876448435974
"55-59","1","13.7",0.00527240773286467,0.00303876448435974
"55-59","1","13.9",0.0105448154657293,0.00425645835642945
"55-59","1","14",0.0070298769771529,0.00350188065538714
"55-59","1","14.1",0.0070298769771529,0.00348944042619238
"55-59","1","14.2",0.0070298769771529,0.0034956660747646
"55-59","1","14.4",0.00878734622144112,0.00392128652845121
"55-59","1","14.5",0.00527240773286467,0.00303876448435973
"55-59","1","14.6",0.00351493848857645,0.00246851407860919
"55-59","1","14.7",0.00527240773286467,0.00304412626300914
"55-59","1","14.8",0.00351493848857645,0.00248169135545974
"55-59","1","14.9",0.00527240773286467,0.00303339322832867
"55-59","1","15",0.00527240773286467,0.00303876448435974
"55-59","1","15.1",0.00878734622144112,0.0039073995178925
"55-59","1","15.2",0.00527240773286467,0.00302801244448142
"55-59","1","15.3",0.00175746924428822,0.00175830424686405
"55-59","1","15.4",0.00175746924428822,0.00175520999312376
"55-59","1","15.5",0.00175746924428822,0.00175211027489222
"55-59","1","15.6",0.0070298769771529,0.00346442595745494
"55-59","1","15.7",0.0105448154657293,0.00429459996709554
"55-59","1","15.8",0.00351493848857645,0.00247730671791086
"55-59","1","15.9",0.0070298769771529,0.0034956660747646
"55-59","1","16",0.0070298769771529,0.00348944042619238
"55-59","1","16.1",0.0070298769771529,0.00350188065538713
"55-59","1","16.2",0.00527240773286467,0.00303339322832867
"55-59","1","16.4",0.00351493848857645,0.00248606825990777
"55-59","1","16.5",0.00351493848857645,0.00248169135545973
"55-59","1","16.6",0.00527240773286467,0.00303339322832867
"55-59","1","16.7",0.0123022847100176,0.00457987379040392
"55-59","1","16.8",0.00175746924428822,0.00175520999312376
"55-59","1","16.9",0.0070298769771529,0.0034956660747646
"55-59","1","17",0.00175746924428822,0.00175520999312376
"55-59","1","17.1",0.00527240773286467,0.00303339322832866
"55-59","1","17.2",0.0070298769771529,0.0034956660747646
"55-59","1","17.4",0.00527240773286467,0.00302262208193457
"55-59","1","17.6",0.00351493848857645,0.0024729143061273
"55-59","1","17.7",0.00527240773286467,0.00303339322832867
"55-59","1","17.8",0.00527240773286467,0.00303876448435975
"55-59","1","17.9",0.00351493848857645,0.00247291430612729
"55-59","1","18",0.00351493848857645,0.00247730671791087
"55-59","1","18.2",0.00351493848857645,0.00248606825990776
"55-59","1","18.3",0.00175746924428822,0.00175830424686405
"55-59","1","18.4",0.00351493848857645,0.00248169135545974
"55-59","1","18.5",0.00527240773286467,0.00302801244448142
"55-59","1","18.6",0.00527240773286467,0.00303876448435974
"55-59","1","18.7",0.00878734622144112,0.0039073995178925
"55-59","1","18.9",0.00527240773286467,0.00304412626300914
"55-59","1","19",0.00351493848857645,0.00247730671791087
"55-59","1","19.1",0.00175746924428822,0.00175520999312376
"55-59","1","19.2",0.00527240773286467,0.00301181241493004
"55-59","1","19.4",0.00527240773286467,0.00303339322832867
"55-59","1","19.5",0.00175746924428822,0.00175520999312376
"55-59","1","19.6",0.00175746924428822,0.00175520999312376
"55-59","1","19.7",0.00351493848857645,0.00248169135545974
"55-59","1","20",0.00175746924428822,0.00175520999312376
"55-59","1","20.3",0.00175746924428822,0.00175211027489222
"55-59","1","20.6",0.00175746924428822,0.00175520999312376
"55-59","1","20.7",0.00175746924428822,0.00175211027489222
"55-59","1","20.9",0.00175746924428822,0.00175830424686405
"55-59","1","21",0.00351493848857645,0.00247730671791086
"55-59","1","21.2",0.00175746924428822,0.00175520999312376
"55-59","1","21.3",0.00175746924428822,0.00175830424686405
"55-59","1","22.1",0.00175746924428822,0.00175830424686405
"55-59","2","1.2",0.00431654676258993,0.00247907096230875
"55-59","2","1.3",0.00143884892086331,0.00143976857899444
"55-59","2","1.5",0.00431654676258993,0.00248267813125674
"55-59","2","1.7",0.00143884892086331,0.00143769524076106
"55-59","2","1.8",0.00287769784172662,0.00203602431128032
"55-59","2","1.9",0.00287769784172662,0.0020242695843447
"55-59","2","2",0.00143884892086331,0.00143769524076106
"55-59","2","2.2",0.00719424460431655,0.00320009803448216
"55-59","2","2.3",0.00287769784172662,0.00203015545540577
"55-59","2","2.4",0.00143884892086331,0.00143561890819058
"55-59","2","2.5",0.00719424460431655,0.00319543387531852
"55-59","2","2.6",0.00287769784172662,0.00203602431128033
"55-59","2","2.7",0.00431654676258993,0.00247907096230874
"55-59","2","2.8",0.00143884892086331,0.00143769524076106
"55-59","2","2.9",0.00143884892086331,0.00143976857899444
"55-59","2","3",0.00431654676258993,0.00248987679171812
"55-59","2","3.1",0.00431654676258993,0.00248267813125674
"55-59","2","3.2",0.00719424460431655,0.00320940601791412
"55-59","2","3.3",0.0158273381294964,0.0047586816677923
"55-59","2","3.4",0.00143884892086331,0.00143976857899444
"55-59","2","3.5",0.00719424460431655,0.00320475540549664
"55-59","2","3.6",0.00719424460431655,0.00318140037015823
"55-59","2","3.7",0.00287769784172662,0.00203309200102189
"55-59","2","3.8",0.00431654676258993,0.00247907096230875
"55-59","2","3.9",0.0100719424460432,0.00378597061801218
"55-59","2","4",0.00575539568345324,0.00285407052299087
"55-59","2","4.1",0.00863309352517986,0.00350022010791538
"55-59","2","4.2",0.0100719424460432,0.00378597061801217
"55-59","2","4.3",0.0129496402877698,0.00472255252441628
"55-59","2","4.4",0.0115107913669065,0.00404123876187924
"55-59","2","4.5",0.0129496402877698,0.0042673008681754
"55-59","2","4.6",0.0158273381294964,0.00471016694209727
"55-59","2","4.7",0.0115107913669065,0.00407065706743057
"55-59","2","4.8",0.0158273381294964,0.00473101988605676
"55-59","2","4.9",0.0172661870503597,0.00492659219590992
"55-59","2","5",0.018705035971223,0.00548880320442224
"55-59","2","5.1",0.00863309352517986,0.00350022010791539
"55-59","2","5.2",0.0143884892086331,0.00491916395906347
"55-59","2","5.3",0.0143884892086331,0.00445120170043187
"55-59","2","5.4",0.018705035971223,0.00509711892825366
"55-59","2","5.5",0.0129496402877698,0.0042673008681754
"55-59","2","5.6",0.0201438848920863,0.00528131635506895
"55-59","2","5.7",0.0143884892086331,0.00449123078043075
"55-59","2","5.8",0.0143884892086331,0.00448458407943944
"55-59","2","5.9",0.0172661870503597,0.00488280266349229
"55-59","2","6",0.0158273381294964,0.00469621353814612
"55-59","2","6.1",0.0129496402877698,0.00426100493988876
"55-59","2","6.2",0.00575539568345324,0.0035025981749708
"55-59","2","6.3",0.0172661870503597,0.00490474629901526
"55-59","2","6.4",0.0100719424460432,0.00379148192804875
"55-59","2","6.5",0.0100719424460432,0.00379148192804877
