"agegroup","sex","omsysval.usual","Pe","se"
"35-39","1","139",0.00996457897280565,0.00500712508614115
"35-39","1","139.5",0.00347152417949754,0.00346520374955651
"35-39","1","140",0.00933564105530177,0.00540312463847799
"35-39","1","140.5",0.00692368874340289,0.00489263762706335
"35-39","1","141",0.00532848824655541,0.00377627680546417
"35-39","1","141.5",0.00733047011515388,0.00555118233749221
"35-39","1","142",0.00254753319149351,0.00255078620036361
"35-39","1","142.5",0.00755575921883811,0.0043411343674176
"35-39","1","143",0.00243913784646089,0.00243721845049268
"35-39","1","143.5",0.0063234033357029,0.00454299388533107
"35-39","1","144",0.00730617063498588,0.00418420516667484
"35-39","1","144.5",0.00794153381646289,0.00569047043976671
"35-39","1","145",0.00928765931102058,0.00533246311641992
"35-39","1","145.5",0.00755889665553203,0.00436064348302658
"35-39","1","146.5",0.00856788443772804,0.00164904525366589
"35-39","1","148.5",0.00712517273683098,0.00503122169083772
"35-39","1","149.5",0.00804742310069287,0.00462089481493849
"35-39","1","150",0.0073783237913748,0.00427558537950221
"35-39","1","151",0.00248989849252497,0.00249464399286634
"35-39","1","155",0.00244324688583235,0.0024400529059466
"35-39","1","157",0.00232439955455647,0.00233572708659912
"35-39","1","170.5",0.0022404916218203,0.00223917391509901
"35-39","1","175",0.00249438505290603,0.00250582198440911
"35-39","2","86.5",0.00313563690727815,0.00312992031035525
"35-39","2","91",0.00277437859431949,0.00276021991478339
"35-39","2","92",0.00457713452987036,0.00454442645525133
"35-39","2","94.5",0.00271219895763943,0.00270840463392807
"35-39","2","96",0.0041498698810765,0.00292047091887239
"35-39","2","96.5",0.00682680451226112,0.00397722567387515
"35-39","2","97",0.00298168382162002,0.00211348804105285
"35-39","2","97.5",0.00191676041316646,0.00191533424825102
"35-39","2","98",0.00158128696039444,0.00158086455218075
"35-39","2","98.5",0.00509039568016202,0.00296292619898386
"35-39","2","99",0.0120035684064367,0.00541619992243129
"35-39","2","99.5",0.0101678777227488,0.00609993224939482
"35-39","2","100",0.010405136713245,0.00466847484899564
"35-39","2","100.5",0.0153003955244795,0.00595959863566711
"35-39","2","101",0.0157093544880332,0.00558316869286865
"35-39","2","101.5",0.00727034918274404,0.00437939738893513
"35-39","2","102",0.019347300992557,0.00687770339690029
"35-39","2","102.5",0.00573667417350486,0.00330667436459783
"35-39","2","103",0.00945798089164878,0.00496999541050267
"35-39","2","103.5",0.00632889729919334,0.00462362456844337
"35-39","2","104",0.0136115438075748,0.00563855170586987
"35-39","2","104.5",0.0118936585858445,0.00492636689712896
"35-39","2","105",0.0140998439970936,0.00548633166861596
"35-39","2","105.5",0.00195004488767061,0.00194074119065223
"35-39","2","106",0.0177832398031765,0.00630126675157544
"35-39","2","106.5",0.0112416113443194,0.00460087336477683
"35-39","2","107",0.0137523452372211,0.00527086151583388
"35-39","2","107.5",0.01261829056952,0.00523359050051299
"35-39","2","108",0.0217272260571664,0.00705710937833125
"35-39","2","108.5",0.00686744878421624,0.00343807662280407
"35-39","2","109",0.00960819061427939,0.00576206507533255
"35-39","2","109.5",0.0142947933275371,0.0057233143281048
"35-39","2","110",0.0232852954758656,0.00637913519742327
"35-39","2","110.5",0.00948105849104427,0.00422000735325444
"35-39","2","111",0.0233825471246173,0.00714655664316339
"35-39","2","111.5",0.0118188970124516,0.00480627168780678
"35-39","2","112",0.0166411904560954,0.00641844831412433
"35-39","2","112.5",0.0206939472873394,0.00771121835812364
"35-39","2","113",0.0130377707497354,0.00490260725058816
"35-39","2","113.5",0.0159193617948549,0.00569302927288247
"35-39","2","114",0.00360403953898069,0.00255924212870259
"35-39","2","114.5",0.0183434884959339,0.00653085148730945
"35-39","2","115",0.00851311819452459,0.0043056635801527
"35-39","2","115.5",0.0144975691949798,0.00555032965652643
"35-39","2","116",0.0222180315525382,0.00757285461826371
"35-39","2","116.5",0.0115894171422717,0.00524700660505524
"35-39","2","117",0.0105501688790287,0.0043409587729615
"35-39","2","117.5",0.0129207749897402,0.00519393161942747
"35-39","2","118",0.00536190446627499,0.00310211886615271
"35-39","2","118.5",0.00958681806237363,0.00438144371048844
"35-39","2","119",0.0105735088920572,0.00472662268016535
"35-39","2","119.5",0.00995239083200738,0.00532833152974122
"35-39","2","120",0.0145700490936805,0.0055613893532954
"35-39","2","120.5",0.0079919136548924,0.00400719093348103
"35-39","2","121",0.0130630934829211,0.00554141025197167
"35-39","2","121.5",0.0133678551167189,0.00506903235828043
"35-39","2","122",0.00706536285705596,0.0035822885090976
"35-39","2","122.5",0.00289652986681353,0.00290970949177592
"35-39","2","123",0.00747597637252483,0.00376313092685517
"35-39","2","123.5",0.0109636246828732,0.00500989980501171
"35-39","2","124",0.00641881006518636,0.00322977216791853
"35-39","2","124.5",0.00666123997490811,0.00382190712880955
"35-39","2","125",0.00463181380941112,0.00329445960652867
"35-39","2","125.5",0.00652749571929278,0.00374955064568172
"35-39","2","126",0.00592686246737141,0.00423273452906458
"35-39","2","126.5",0.00859202335371092,0.00429152893916968
"35-39","2","127",0.00440305456791884,0.0031023367553055
"35-39","2","127.5",0.00587942922391035,0.00342622167631097
"35-39","2","128",0.00920672791690086,0.00424722236507747
"35-39","2","128.5",0.00197400955583935,0.00197583882758016
"35-39","2","129",0.00444861129985688,0.00317919715427576
"35-39","2","129.5",0.00162854472655523,0.00163058408678259
"35-39","2","130",0.00148020874699624,0.0014748223330164
"35-39","2","130.5",0.00228918255972723,0.00228081160665264
"35-39","2","131",0.00243670789774422,0.00243876966574264
"35-39","2","133",0.00740612539088144,0.0044996223397913
"35-39","2","134.5",0.00592912116908391,0.00347296510539002
"35-39","2","136",0.00385749814238185,0.00382993256914811
"35-39","2","137.5",0.00197598295494733,0.00197467483678594
"35-39","2","138",0.00627801828531898,0.00448350187423014
"35-39","2","141",0.00187521591386699,0.00187810280482006
"35-39","2","141.5",0.00198230453004533,0.00197735364810091
"35-39","2","144.5",0.00188509946888292,0.00187705772400581
"35-39","2","151.5",0.00211591680793565,0.00211748035209674
"35-39","2","163.5",0.00134409197164006,0.00134934764679754
"35-39","2","169",0.0014278139401534,0.00142701861272511
"40-44","1","101.5",0.00308896531142953,0.00310370225758696
"40-44","1","103.5",0.00295896726433247,0.00295442868915785
"40-44","1","105.5",0.00203333886444846,0.00203210418611024
"40-44","1","106",0.00224378978340033,0.00224327991718499
"40-44","1","106.5",0.00445463081890798,0.00314664219452138
"40-44","1","107",0.00220569495566864,0.00220932086938065
"40-44","1","108",0.00212798290980204,0.00213043820921259
"40-44","1","108.5",0.0017460493080022,0.00174129243772349
"40-44","1","109",0.00417482451777126,0.00295787639705729
"40-44","1","109.5",0.00401071890370105,0.00403384125159356
"40-44","1","110",0.00271424493675813,0.00271074690098756
"40-44","1","110.5",0.00672395669268759,0.00526041329418156
"40-44","1","111",0.0127281053860978,0.00567490286043141
"40-44","1","111.5",0.0174975037809481,0.0071203569922849
"40-44","1","112",0.00161034401662875,0.00160727939197693
"40-44","1","112.5",0.00597681021383294,0.00439749944298587
"40-44","1","113",0.00621781494209952,0.00356891716298923
"40-44","1","113.5",0.00825216250020388,0.00576435889431904
"40-44","1","114",0.0110090843513424,0.00552302236799625
"40-44","1","114.5",0.00247301599069151,0.00247561881281083
"40-44","1","115",0.0066982791354258,0.00394318399388014
"40-44","1","115.5",0.00178637455935337,0.00179020339622524
"40-44","1","116",0.00641607595046738,0.00372708633615658
"40-44","1","116.5",0.00928686287131312,0.00553592068881659
"40-44","1","117",0.0151041943355338,0.00704167166041688
"40-44","1","117.5",0.0124234095819556,0.00506333461603765
"40-44","1","118",0.00706566974670805,0.00419305836413569
"40-44","1","118.5",0.0105327472373804,0.00473652725857152
"40-44","1","119",0.0110316495370223,0.00514102134478902
"40-44","1","119.5",0.0125020859759111,0.00661553624562332
"40-44","1","120",0.0159803090014521,0.00569947137128873
"40-44","1","120.5",0.00676912307794459,0.00393922924593939
"40-44","1","121",0.0110430493856227,0.00503060568967328
"40-44","1","121.5",0.0260355089109832,0.00961330103231992
"40-44","1","122",0.0265431176608967,0.00819615586463407
"40-44","1","122.5",0.00978942063882754,0.00443877436407067
"40-44","1","123",0.0176636038140626,0.00706511643762163
"40-44","1","123.5",0.00999741068716463,0.00506177174681366
"40-44","1","124",0.0105803914890438,0.00533006525639358
"40-44","1","124.5",0.0111765212574608,0.00502433681235463
"40-44","1","125",0.0165403437209433,0.00590594024348426
"40-44","1","125.5",0.00920338990215924,0.00482494407830276
"40-44","1","126",0.0178419594068245,0.00596963632060908
"40-44","1","126.5",0.014015814817729,0.00587312316077878
"40-44","1","127",0.0240391653707516,0.00779427573825928
"40-44","1","127.5",0.0207129581598457,0.00694545540003489
"40-44","1","128",0.0112749214130051,0.00508757525604193
"40-44","1","128.5",0.0082934708231907,0.00420788928359804
"40-44","1","129",0.0151794829895915,0.00778419078797471
"40-44","1","129.5",0.0198845801520065,0.0098523086525197
"40-44","1","130",0.0114447547440088,0.00521408864131977
"40-44","1","130.5",0.0100777861940147,0.00449724560579897
"40-44","1","131",0.0149894330490289,0.00571719908340511
"40-44","1","131.5",0.0160452479983166,0.00625352632054503
"40-44","1","132",0.00853001880595098,0.0042475429425828
"40-44","1","132.5",0.00525136906807087,0.00370438894010501
"40-44","1","133",0.0062540282144502,0.00373056679175421
"40-44","1","133.5",0.0115899078170688,0.00524411303022249
"40-44","1","134",0.0101907487879749,0.00453624254765299
"40-44","1","134.5",0.00521004739261743,0.00380394699508282
"40-44","1","135",0.0108939818262611,0.00486746176677724
"40-44","1","135.5",0.0038041658998313,0.00272911408016004
"40-44","1","136",0.00186518292556458,0.00185661262031624
"40-44","1","136.5",0.0046029657688739,0.00328209322175461
"40-44","1","137",0.00601013607173189,0.00351557500124917
"40-44","1","137.5",0.00215655883635045,0.00216126736512234
"40-44","1","138",0.00605431645681856,0.00347148239879433
"40-44","1","138.5",0.0107845269323257,0.0048074738598586
"40-44","1","139",0.00417482215130089,0.00297146040528668
"40-44","1","139.5",0.00202966974815972,0.00202397219772136
"40-44","1","140",0.00711847125798894,0.00412894499677955
"40-44","1","140.5",0.00509361389632705,0.00359152226323884
"40-44","1","141",0.0055604408663902,0.00405997158851153
"40-44","1","141.5",0.00657106403641347,0.00382815908741219
"40-44","1","142",0.00263512333189396,0.00263193602158166
"40-44","1","143",0.0056727264216671,0.00329566503974452
"40-44","1","144",0.0102694638281549,0.00457975682315631
"40-44","1","144.5",0.00462715998181719,0.00328266347493504
"40-44","1","145",0.00192403966654441,0.00192308176881237
"40-44","1","146",0.00342129651048084,0.00340056575292812
"40-44","1","146.5",0.00213908464914057,0.00212333247968687
"40-44","1","147.5",0.00631159607469957,0.00366638192873608
"40-44","1","148",0.00598190383728294,0.0034324679944394
"40-44","1","148.5",0.00168128376658655,0.00166985437225902
"40-44","1","149",0.00506058173649708,0.00505303022412175
"40-44","1","150",0.00442525853778634,0.00321692010316486
"40-44","1","152",0.00214453054956649,0.00213813236259275
"40-44","1","152.5",0.00780260119320407,0.00460618567282998
"40-44","1","153.5",0.00183856685489535,0.00183780872947961
"40-44","1","154",0.00281665017859419,0.00281827120546725
"40-44","1","154.5",0.0018841053156439,0.00188324257602716
"40-44","1","156.5",0.00154116479147941,0.00154393573311592
"40-44","1","161.5",0.00180272583634269,0.00180269871868528
"40-44","1","166.5",0.00239073097384523,0.00238873934782379
"40-44","1","171.5",0.00211213401760515,0.00211336617741941
"40-44","2","84",0.00173592096372985,0.00172889225197833
"40-44","2","85.5",0.00180316877848802,0.00180165708395066
"40-44","2","90",0.00257291938557701,0.00184043453558518
"40-44","2","91",0.00148692099031555,0.00148410573543473
"40-44","2","92",0.00203747397012903,0.00203137336282071
"40-44","2","93.5",0.00280149820141571,0.0019845267832637
"40-44","2","94",0.00190587425083094,0.00190184417780177
"40-44","2","94.5",0.00513452917594218,0.00296589798015421
"40-44","2","95",0.00465838617963352,0.00266880317668435
"40-44","2","95.5",0.00399318638161743,0.00398107656870515
"40-44","2","96.5",0.00172609492944559,0.00171339202135035
"40-44","2","97",0.00270731082083909,0.00191919685835486
"40-44","2","97.5",0.00158219103034644,0.00158121447713476
"40-44","2","98",0.00283967076927128,0.002020242854294
"40-44","2","98.5",0.0122144836335916,0.00631038216679021
"40-44","2","99",0.00627498314451828,0.00396707826959423
"40-44","2","99.5",0.00425113268422817,0.00248693056938421
"40-44","2","100",0.00372878382830709,0.00264453698661862
"40-44","2","100.5",0.00654605235404948,0.00328082767345325
"40-44","2","101",0.00775018475645709,0.00346608203628309
"40-44","2","101.5",0.00196624693707159,0.00196823907432177
"40-44","2","102",0.0101214356917517,0.00420187097352718
"40-44","2","102.5",0.00579009429208682,0.00290048576284202
"40-44","2","103",0.0074870486008202,0.00335627593669713
"40-44","2","103.5",0.0228572371681012,0.00554216859138347
"40-44","2","104",0.010908718119583,0.00461641052658467
"40-44","2","104.5",0.0146482700265987,0.00617202155546943
"40-44","2","105",0.00901780031084859,0.00417653201633144
"40-44","2","105.5",0.00749792965790676,0.00385883319284083
"40-44","2","106",0.00677592773917457,0.00344752772906924
"40-44","2","106.5",0.0179844814046994,0.00520529153540168
"40-44","2","107",0.00877712786124083,0.00401106515206014
"40-44","2","107.5",0.0136346800134486,0.00520301128171554
"40-44","2","108",0.0179518215832445,0.00585886979952291
"40-44","2","108.5",0.00582828911170117,0.00345614146939465
"40-44","2","109",0.0125227787266486,0.00490381919808256
"40-44","2","109.5",0.0133936932402993,0.00502155085269476
"40-44","2","110",0.0121448478042581,0.00445551379336897
"40-44","2","110.5",0.0185053408421103,0.00657015081599265
"40-44","2","111",0.0123573362277476,0.00442371080573064
"40-44","2","111.5",0.0210219591504159,0.00579215491760631
"40-44","2","112",0.0189054216296175,0.00554048309335859
"40-44","2","112.5",0.0143625677488098,0.00482939548912556
"40-44","2","113",0.0192809399894966,0.00558934536093108
"40-44","2","113.5",0.0155693290682419,0.00496903574753782
"40-44","2","114",0.0165922810612908,0.00532003326484636
"40-44","2","114.5",0.00986616728107532,0.00404692231244953
"40-44","2","115",0.021161853095895,0.00597168022243382
"40-44","2","115.5",0.0173162400174536,0.00560265007845149
"40-44","2","116",0.0173862446020283,0.0056610587078304
"40-44","2","116.5",0.00983796988148521,0.00404278301866078
"40-44","2","117",0.014750533062334,0.00539029504947598
"40-44","2","117.5",0.0107022334347551,0.00408795692543672
"40-44","2","118",0.00447729635316925,0.00319659998006725
"40-44","2","118.5",0.0100085184924604,0.00411254145767152
"40-44","2","119",0.0110629724035895,0.00474559116205717
"40-44","2","119.5",0.00668616781617634,0.0033052116240333
"40-44","2","120",0.00679988164220709,0.0034151803067688
"40-44","2","120.5",0.0210752294308852,0.00669388255709677
"40-44","2","121",0.0128944017176916,0.00459625026532366
"40-44","2","121.5",0.0169726515925564,0.00535981805988703
"40-44","2","122",0.00755344673722909,0.00396495738055004
"40-44","2","122.5",0.0147530331441723,0.00588581471332515
"40-44","2","123",0.00352914253415997,0.00252184859456875
"40-44","2","123.5",0.0122069150526533,0.00470104270078708
"40-44","2","124",0.00858018780430187,0.00436160887998578
"40-44","2","124.5",0.00161199898039486,0.0016109559484688
"40-44","2","125",0.00392978856608922,0.00228868758615525
"40-44","2","125.5",0.00467537731366028,0.00271666398782896
"40-44","2","126",0.00358133327694238,0.00255151184760568
"40-44","2","126.5",0.0096078798719851,0.00398498282723983
"40-44","2","127",0.00296680291411828,0.00211187295478104
"40-44","2","127.5",0.00539828281669278,0.00319589903418064
"40-44","2","128",0.00364639482546,0.00260758622711355
"40-44","2","128.5",0.00841006370211268,0.00386016486621974
"40-44","2","129",0.0117922237699461,0.00514761170505849
"40-44","2","129.5",0.00452758106730774,0.00262546333867706
"40-44","2","130",0.00483969938759736,0.00281357020448791
"40-44","2","130.5",0.0105167289236017,0.00476337086615558
"40-44","2","131.5",0.00348387411470439,0.00247335775936455
"40-44","2","132",0.00463562038616754,0.00266236911492507
"40-44","2","132.5",0.00425948931767293,0.00301930770581279
"40-44","2","133",0.0033770521912745,0.00237930138426396
"40-44","2","133.5",0.00219363784966769,0.00219251469650747
"40-44","2","134",0.00525586475850565,0.00303918504156347
"40-44","2","134.5",0.0081711279248995,0.00368256179565215
"40-44","2","135",0.00327603956762435,0.00233942926966664
"40-44","2","135.5",0.00305955751765026,0.00217512349446539
"40-44","2","136",0.0028050011916407,0.00280019287160608
"40-44","2","136.5",0.00388292454759975,0.00274496523121382
"40-44","2","137.5",0.00299340173802528,0.00297873841071638
"40-44","2","138",0.00934261421218689,0.00430250379958205
"40-44","2","138.5",0.00369102012081444,0.00265504079374331
"40-44","2","139.5",0.00214551730557308,0.00213308527246899
"40-44","2","140",0.00145502545843566,0.00145431252544989
"40-44","2","142",0.00159436163580515,0.00159106012269732
"40-44","2","142.5",0.0014443497465698,0.00143853518865161
"40-44","2","144",0.0045263385193111,0.00451784480214999
"40-44","2","145.5",0.00162667291045166,0.00162559649855384
"40-44","2","146.5",0.00172835554951505,0.00172465583740203
"40-44","2","148",0.00266219961640505,0.00265806026249981
"40-44","2","151.5",0.0015152598479109,0.00151694857910708
"40-44","2","152.5",0.00169938535813762,0.00170082634771192
"40-44","2","153",0.00166524614738595,0.00166410868828
"40-44","2","154",0.00136655106706776,0.00137084193413509
"40-44","2","165.5",0.00128085499251367,0.00128045057654609
"45-49","1","103",0.00371533252702373,0.00261656321742997
"45-49","1","103.5",0.00272357111768363,0.00271946252180252
"45-49","1","104",0.00469381650580008,0.00469475722994166
"45-49","1","104.5",0.00171731518014823,0.0017196454851072
"45-49","1","105.5",0.00433729721697333,0.00432373879617995
"45-49","1","106",0.00172408070368621,0.00171632230475702
"45-49","1","106.5",0.00195244752051058,0.00194714683513203
"45-49","1","107",0.00633050894239332,0.00476660983279089
"45-49","1","107.5",0.00222947752800934,0.00222721725000813
"45-49","1","108",0.00144233064131977,0.00143916074294012
"45-49","1","108.5",0.00780845892577497,0.00349981923728019
"45-49","1","109",0.00421322281290296,0.0030249894180431
"45-49","1","109.5",0.00515264451219039,0.00298021048441107
"45-49","1","110",0.00526601322586506,0.00307690655593562
"45-49","1","110.5",0.00154508782067829,0.00154426397006393
"45-49","1","111",0.00253913186346319,0.00252622212291715
"45-49","1","111.5",0.00305427217577399,0.00215934365353237
"45-49","1","112",0.00861271617925733,0.00432462236996488
"45-49","1","112.5",0.00494460608905908,0.00366880097685032
"45-49","1","113",0.0124542537211246,0.00525607763972222
"45-49","1","113.5",0.00960770822643761,0.0042998512455897
"45-49","1","114",0.0092633734376036,0.0055385803439583
"45-49","1","114.5",0.00323753999908414,0.00234338927502192
"45-49","1","115",0.00965953252236209,0.00495218637320383
"45-49","1","115.5",0.00521403613406808,0.00302870272523096
"45-49","1","116",0.00752618884878439,0.00442233833817307
"45-49","1","116.5",0.0116734189439144,0.00491164609817929
"45-49","1","117",0.0102744324002761,0.00419900827500238
"45-49","1","117.5",0.0265135257780934,0.00722105058335539
"45-49","1","118",0.01282807622074,0.00500151160843568
"45-49","1","118.5",0.011740305192309,0.00455798389413464
"45-49","1","119",0.0163680447564594,0.00604891243686335
"45-49","1","119.5",0.0214903476624453,0.00765794134940036
"45-49","1","120",0.0177998122228826,0.00647287985474986
"45-49","1","120.5",0.0172046626222058,0.00614133604480897
"45-49","1","121",0.0114351164286388,0.00535645155664453
"45-49","1","121.5",0.0142603709915911,0.00683756237011918
"45-49","1","122",0.0145206445993915,0.0071165544404111
"45-49","1","122.5",0.0246891061677698,0.00878638560336508
"45-49","1","123",0.015519718263692,0.0060553821442972
"45-49","1","123.5",0.0153429525742667,0.00601049846709497
"45-49","1","124",0.0131067259818494,0.00498432504489892
"45-49","1","124.5",0.0104809038366592,0.00494846627890887
"45-49","1","125",0.00913497817525743,0.00410953588940444
"45-49","1","125.5",0.0135094354626714,0.00611775275204702
"45-49","1","126",0.0101027893247302,0.0046522506375635
"45-49","1","126.5",0.0206738188318158,0.00699451464031377
"45-49","1","127",0.0214030883463166,0.00706415318549743
"45-49","1","127.5",0.0128257511047028,0.00495348007682091
"45-49","1","128",0.0143191435487463,0.00592388739717531
"45-49","1","128.5",0.00846394274803866,0.00427270637210932
"45-49","1","129",0.0181055455013747,0.00657563482368021
"45-49","1","129.5",0.0109506766709212,0.00500394531854157
"45-49","1","130",0.00997947533425107,0.00456705549910569
"45-49","1","130.5",0.0059937400729191,0.00349427909206975
"45-49","1","131",0.0170817462608085,0.00527512707846747
"45-49","1","131.5",0.0101470416294119,0.00420339026139383
"45-49","1","132",0.00919050558299598,0.00412415613155383
"45-49","1","132.5",0.00191645959600456,0.00191789539806821
"45-49","1","133",0.0117749271730459,0.00555168879887846
"45-49","1","133.5",0.0151092702479238,0.00594657185088105
"45-49","1","134",0.00739474713394925,0.00387419393201825
"45-49","1","134.5",0.0128329266148198,0.00555086868807199
"45-49","1","135",0.0110432237552288,0.00456225834770298
"45-49","1","135.5",0.0148400454242975,0.00625193697141709
"45-49","1","136",0.00577167849925915,0.00337616186739534
"45-49","1","136.5",0.0158428063803446,0.00614496904822666
"45-49","1","137",0.00834306379341204,0.0044147421218402
"45-49","1","137.5",0.00879664893746602,0.0039436820232149
"45-49","1","138",0.0136328735484512,0.0056350293441842
"45-49","1","138.5",0.00755604982050147,0.00445678325289212
"45-49","1","139",0.00550083851797487,0.00317571322108696
"45-49","1","139.5",0.0047088760302958,0.00272344162457613
"45-49","1","140",0.0128752156333316,0.00481585416476525
"45-49","1","141",0.00540397848804348,0.00312545802617252
"45-49","1","141.5",0.00179295010451263,0.00179191567951333
"45-49","1","142",0.00142723085820362,0.00142692960287474
"45-49","1","142.5",0.00629394810055761,0.00315901173096328
"45-49","1","143.5",0.00444306818591145,0.00323378825792441
"45-49","1","144",0.00321183000588538,0.00231049220463432
"45-49","1","144.5",0.0017460708700146,0.00174958324704889
"45-49","1","145",0.00546795177505407,0.00393256218982139
"45-49","1","145.5",0.00612199001710406,0.00358311915944488
"45-49","1","146",0.0113815983548829,0.00523344778976877
"45-49","1","146.5",0.00180775938592521,0.00180970075461922
"45-49","1","147.5",0.00445895789530034,0.00314974238301883
"45-49","1","148",0.00178302170685113,0.00178213646178765
"45-49","1","148.5",0.00228590161560376,0.00228345501955251
"45-49","1","149",0.00570499037308005,0.00330843818248848
"45-49","1","150",0.00249224825535208,0.00249688289635752
"45-49","1","150.5",0.00146204894910777,0.00146251451177666
"45-49","1","151",0.00310986029625756,0.00310050509235919
"45-49","1","152",0.00177631403234485,0.00177215837871985
"45-49","1","153",0.00176293639818541,0.00176849977960462
"45-49","1","153.5",0.00199797482835728,0.00199992790219069
"45-49","1","154",0.00210868235413895,0.00210679950183188
"45-49","1","158.5",0.00184372077948584,0.00184256339947725
"45-49","1","173",0.00180865112134116,0.00181058221228815
"45-49","2","93.5",0.00528313536292967,0.00310794558507664
"45-49","2","94",0.0030149338644792,0.00213325422619304
"45-49","2","94.5",0.0032115769562315,0.00228103822924448
"45-49","2","95",0.00361599680564283,0.00255515262180897
"45-49","2","95.5",0.000965138579265092,0.000966619261830208
"45-49","2","96.5",0.00315871894587165,0.00223107281151577
"45-49","2","97",0.00142629002332897,0.00142622785733516
"45-49","2","97.5",0.00502890932836733,0.00360916499318958
"45-49","2","98",0.00154539719783605,0.00154736074044185
"45-49","2","98.5",0.00177941060169686,0.00178262223670003
"45-49","2","99",0.00582371312529795,0.00359552507629155
"45-49","2","99.5",0.0124499250461404,0.0047063284475286
"45-49","2","100",0.00950521136332108,0.00397983371326586
"45-49","2","101",0.00809256361163708,0.00368629383824084
"45-49","2","101.5",0.00249093698279476,0.00175825057712955
"45-49","2","102",0.00978445509556139,0.00406611245785183
"45-49","2","102.5",0.0147577848528057,0.00478221751599496
"45-49","2","103",0.0037925498819149,0.00219493149915748
"45-49","2","103.5",0.00801873549770884,0.00361920983737271
"45-49","2","104",0.0103806514910776,0.00446786027927251
"45-49","2","104.5",0.0048385592461831,0.00290360573890626
"45-49","2","105",0.00712450169839145,0.00323056311418816
"45-49","2","105.5",0.0110905034870887,0.00459231512093238
"45-49","2","106",0.00477620399582131,0.00287149749761177
"45-49","2","106.5",0.010841758122278,0.0044379778439707
"45-49","2","107",0.0177537013994809,0.00542194510917023
"45-49","2","107.5",0.00525168022662041,0.00309671595587976
"45-49","2","108",0.00430054115152857,0.0025456897758097
"45-49","2","108.5",0.0160446808580195,0.00546030408317137
"45-49","2","109",0.0156495271726643,0.00527876970285352
"45-49","2","109.5",0.0138110723040871,0.00494056285503171
"45-49","2","110",0.0266882034199411,0.0070156904139581
"45-49","2","110.5",0.0138711267143606,0.00525574896056291
"45-49","2","111",0.0153444370632607,0.00500818458046643
"45-49","2","111.5",0.0096602969256107,0.00396209491431561
"45-49","2","112",0.0139975886157535,0.00528439202835549
"45-49","2","112.5",0.0138299931930576,0.00496026059304602
"45-49","2","113",0.0130012536377722,0.00481700599805456
"45-49","2","113.5",0.0107569388154992,0.00414393048881416
"45-49","2","114",0.0139735821535733,0.00511546496053805
"45-49","2","114.5",0.0255141922429914,0.00766517346408533
"45-49","2","115",0.0129850782452276,0.00473333810888561
"45-49","2","115.5",0.0166497070449383,0.00546325161350337
"45-49","2","116",0.0131851111545055,0.00449373918923141
"45-49","2","116.5",0.0104903704891254,0.00431928635860252
"45-49","2","117",0.0139955969638261,0.00501119843841485
"45-49","2","117.5",0.0114640481681381,0.00482683996346178
"45-49","2","118",0.0172386636957333,0.0052699852674288
"45-49","2","118.5",0.010721831640736,0.00444442066262845
"45-49","2","119",0.00881746725335421,0.00397299367047396
"45-49","2","119.5",0.0132835916456002,0.00538711134783875
"45-49","2","120",0.00889363718844583,0.00364793805059731
"45-49","2","120.5",0.0151066878277635,0.00511010994993539
"45-49","2","121",0.0166813451567368,0.00562433471630328
"45-49","2","121.5",0.0098445441446013,0.00442190142243088
"45-49","2","122",0.00458332561836352,0.00264591621158042
"45-49","2","122.5",0.0103498849180875,0.00433242890590666
"45-49","2","123",0.00513342980279992,0.00300572511528752
"45-49","2","123.5",0.011962378885849,0.00507218813874884
"45-49","2","124",0.0113399240298102,0.00433892676736603
"45-49","2","124.5",0.00442958327491719,0.00255071306283638
"45-49","2","125",0.0120261969978107,0.00502680790814348
"45-49","2","125.5",0.00595104041568211,0.00349523087123754
"45-49","2","126",0.00776262062322499,0.00390483959986545
"45-49","2","126.5",0.0111582865150598,0.00420171623489853
"45-49","2","127",0.00814266920754139,0.00411559432332842
"45-49","2","127.5",0.00423771484304892,0.00316056709813626
"45-49","2","128",0.0140642692581675,0.00504807583258551
"45-49","2","128.5",0.00173570756960812,0.00173617939602691
"45-49","2","129",0.0101348085660965,0.00483009979283215
"45-49","2","129.5",0.00391045154376079,0.00278813157049902
"45-49","2","130",0.00797455973956649,0.00271324800103012
"45-49","2","130.5",0.00209264336606931,0.00209015365672764
"45-49","2","131",0.010417573479973,0.00421500801425675
"45-49","2","131.5",0.00873583839800992,0.00476446020063948
"45-49","2","132",0.00484908972913798,0.00279331476686859
"45-49","2","132.5",0.00571187063087545,0.0033269666784122
"45-49","2","133",0.00606243177632841,0.00314201253964146
"45-49","2","133.5",0.0095525622811917,0.00447442022440441
"45-49","2","134",0.00451234085899183,0.00267569292034537
"45-49","2","134.5",0.00144780533378128,0.00144321353027107
"45-49","2","135",0.0020022721669319,0.00199830349448446
"45-49","2","135.5",0.00674635329751301,0.00363217461939128
"45-49","2","136.5",0.00485349748693109,0.00282803224018999
"45-49","2","137",0.00573396801185124,0.00331544613474302
"45-49","2","137.5",0.00226045145205782,0.00226098129423465
"45-49","2","138",0.00306625035616683,0.00217259867924481
"45-49","2","138.5",0.00513364651462345,0.0026133613594068
"45-49","2","139",0.00715136116515795,0.0036368138389248
"45-49","2","139.5",0.00400468404417601,0.00284402417889506
"45-49","2","140",0.00159038271922828,0.00158929010826704
