"agegroup","sex","bmival","Pe","se"
"25-29","2","34.3",0.00328406270365309,0.00328146404587557
"25-29","2","34.7",0.00265110005055703,0.00265795311253827
"25-29","2","35.6",0.00242421399530832,0.00243202442328361
"25-29","2","35.7",0.00376587212356044,0.00376107590517028
"25-29","2","35.8",0.00322775373462711,0.00322538152406477
"25-29","2","35.9",0.00270172508429149,0.00271794537381182
"25-29","2","36.9",0.006443514974507,0.0046893850357656
"25-29","2","37.1",0.00360484131942991,0.0036127071511641
"25-29","2","39.7",0.00341257771932345,0.00341136054472039
"25-29","2","40.6",0.00386017916911845,0.0038669087121747
"25-29","2","43",0.00361394492453636,0.00360989191561305
"25-29","2","44.1",0.00244370783894479,0.0024438284924381
"25-29","2","45.2",0.00295238299660425,0.00293545744558909
"30-34","1","18.8",0.00397529920191772,0.00395322419267541
"30-34","1","18.9",0.00412710222837038,0.00410854163326279
"30-34","1","19.3",0.0028628082052176,0.00285352840833892
"30-34","1","19.5",0.00413956673922997,0.00414886040925892
"30-34","1","19.6",0.00327118505353337,0.00326824346761265
"30-34","1","19.8",0.00424853232169259,0.00424055379905293
"30-34","1","20.1",0.0154629402459733,0.00887634123399775
"30-34","1","20.4",0.0148259454247019,0.00865174275137924
"30-34","1","20.5",0.0058551462636081,0.00583471833325374
"30-34","1","20.6",0.00322265147386904,0.00321991007514629
"30-34","1","20.7",0.00293345846592441,0.00293181200874035
"30-34","1","20.9",0.0027795924145186,0.00277846020960501
"30-34","1","21",0.00445429777215748,0.0044170447856925
"30-34","1","21.1",0.0027323791290423,0.00272009094719258
"30-34","1","21.2",0.00277681014103608,0.00277562867541989
"30-34","1","21.3",0.00719573536422548,0.00710546374443226
"30-34","1","21.4",0.00296543580801222,0.00296367652143324
"30-34","1","21.5",0.00548480504170575,0.00546770717024025
"30-34","1","21.6",0.0128036332023542,0.00727337001130679
"30-34","1","21.7",0.0103669024409042,0.00742045872157196
"30-34","1","21.8",0.0112415753933762,0.00660442768218905
"30-34","1","21.9",0.0142718058913628,0.00715084813903025
"30-34","1","22",0.0133036984012793,0.00787464224372797
"30-34","1","22.1",0.00643988803687351,0.00641364004110467
"30-34","1","22.2",0.0109496075306378,0.00640020445211688
"30-34","1","22.3",0.00325841772430622,0.00326294938742786
"30-34","1","22.4",0.0103475415144451,0.00604756214403458
"30-34","1","22.5",0.0149861316909835,0.00748137400497589
"30-34","1","22.6",0.0255897528205759,0.0133297153037192
"30-34","1","22.7",0.0100615435957291,0.00588367291844064
"30-34","1","22.8",0.0247552732221999,0.0105613171088172
"30-34","1","22.9",0.0126004122885443,0.0075593138285843
"30-34","1","23",0.00277681014103608,0.00277568679840217
"30-34","1","23.1",0.00628891852028857,0.00450431837319058
"30-34","1","23.2",0.00230967566812092,0.00230139622828227
"30-34","1","23.3",0.00293651225227227,0.00292571621896152
"30-34","1","23.4",0.0141611797316981,0.00731296169941824
"30-34","1","23.6",0.019925306208043,0.00891454592923323
"30-34","1","23.7",0.00303257157645413,0.00303056873890779
"30-34","1","23.8",0.00393467381231743,0.00391282439762923
"30-34","1","23.9",0.00668756556874728,0.00478282015803746
"30-34","1","24",0.00964533441172462,0.00567176794075595
"30-34","1","24.1",0.0061568907002669,0.00436272416237475
"30-34","1","24.2",0.00416587663886167,0.00417587758738972
"30-34","1","24.3",0.00670280472162685,0.004747158219947
"30-34","1","24.4",0.012553082783857,0.00985989314643089
"30-34","1","24.5",0.00992103939463567,0.00575052360364007
"30-34","1","24.6",0.00794129883064526,0.0056124982608698
"30-34","1","24.7",0.00936443901078354,0.00548564408033085
"30-34","1","24.8",0.0104957626157853,0.00600858544337602
"30-34","1","24.9",0.00825063676322968,0.00820199374380554
"30-34","1","25",0.00359591140598751,0.00357840714519526
"30-34","1","25.1",0.00726108967660413,0.00522836463680565
"30-34","1","25.2",0.0057938360778541,0.00584640234330621
"30-34","1","25.3",0.00922271247481064,0.00660814427187681
"30-34","1","25.4",0.0148180408654854,0.00786147068613016
"30-34","1","25.5",0.00530737631888718,0.00529177609023598
"30-34","1","25.6",0.0163702439023339,0.00821421656592094
"30-34","1","25.7",0.00626210241193713,0.00442642339726085
"30-34","1","25.8",0.00836425292243814,0.00586636338690627
"30-34","1","25.9",0.0156278392839193,0.0100607788151567
"30-34","1","26",0.00318569301162504,0.00318310088856934
"30-34","1","26.1",0.0125638911024127,0.00730426503038311
"30-34","1","26.2",0.0149504357333424,0.00883338245312055
"30-34","1","26.4",0.0109564974639725,0.00784780384968562
"30-34","1","26.5",0.0132768459655234,0.0105946188902773
"30-34","1","26.6",0.00564863440499971,0.00420907566135845
"30-34","1","26.7",0.00354861879459784,0.00354710894304955
"30-34","1","26.8",0.0117394087193102,0.00701794607011905
"30-34","1","26.9",0.00814499104747722,0.00595304922501923
"30-34","1","27",0.00343141924026628,0.00342778319536344
"30-34","1","27.1",0.0130521149822071,0.00649518824950666
"30-34","1","27.2",0.0142385064479194,0.0105461669958278
"30-34","1","27.3",0.010648262845155,0.00631032657663194
"30-34","1","27.4",0.0083297432420914,0.00585024128353724
"30-34","1","27.5",0.00919898422125541,0.00688059883167371
"30-34","1","27.6",0.0077414154821462,0.00541159200450942
"30-34","1","27.7",0.00989154021383729,0.00704763046161394
"30-34","1","27.8",0.0176224798488281,0.0106678082986497
"30-34","1","27.9",0.00650219969181502,0.0064872081303411
"30-34","1","28",0.00385111118393805,0.00382483674647987
"30-34","1","28.1",0.00445429777215748,0.00447011181982795
"30-34","1","28.2",0.00314882088446674,0.00315796339648147
"30-34","1","28.3",0.00335857927769124,0.00335526530576677
"30-34","1","28.4",0.0117794069722579,0.00680650172696461
"30-34","1","28.6",0.00354861879459784,0.00354444219902682
"30-34","1","28.7",0.00995001257559746,0.00977405615431491
"30-34","1","28.8",0.00315448882136003,0.00315202060030386
"30-34","1","29",0.00370262826860688,0.00369769945362476
"30-34","1","29.1",0.0032344219234755,0.00324688275559454
"30-34","1","29.2",0.00324595327681263,0.00325285584283445
"30-34","1","29.3",0.00796825096443824,0.00564285180909447
"30-34","1","29.6",0.00702397851212675,0.00496235919688466
"30-34","1","29.7",0.00352479027116456,0.00353711074804923
"30-34","1","29.8",0.00563854209058644,0.00564523728656855
"30-34","1","29.9",0.00718205028351975,0.00502984236124554
"30-34","1","30.4",0.00369913970089761,0.00368164104116786
"30-34","1","30.5",0.00951211829339169,0.00558344179142325
"30-34","1","30.6",0.00383317836066497,0.00383897992747284
"30-34","1","30.7",0.00324093397226107,0.00323811771788597
"30-34","1","30.9",0.00285692667142054,0.00286613979382845
"30-34","1","31",0.00699420531319753,0.00493580561908874
"30-34","1","31.1",0.00359520586512526,0.00359080674687579
"30-34","1","31.2",0.00295388185771935,0.00295216357475036
"30-34","1","31.6",0.00348424724564416,0.00348037095648697
"30-34","1","32",0.0042121610919031,0.0042044043594635
"30-34","1","32.2",0.00465393012302839,0.00465971233346027
"30-34","1","32.4",0.0107920113993952,0.00642786699931784
"30-34","1","32.5",0.00227779285713321,0.00228541747288725
"30-34","1","32.7",0.00452545544640608,0.00451570114085539
"30-34","1","32.9",0.00373722212954484,0.00371698555426982
"30-34","1","33",0.00343921344468841,0.0034355423063177
"30-34","1","33.1",0.00391696924229388,0.00391091432732141
"30-34","1","33.2",0.00353156041003132,0.00352746420474703
"30-34","1","33.3",0.00384288018580636,0.0038372249444772
"30-34","1","33.4",0.00394876069861685,0.00394253090667694
"30-34","1","34.2",0.00547252528201505,0.00386275480215694
"30-34","1","34.4",0.00764307746842145,0.00754719387232513
"30-34","1","34.7",0.00306688029070656,0.00306474950217911
"30-34","1","34.9",0.00267109728994472,0.00266069947732018
"30-34","1","35",0.00471784665157715,0.00470676793936678
"30-34","1","35.8",0.00286144723630536,0.0028722085427631
"30-34","1","36",0.00631057485625118,0.00456088382879753
"30-34","1","36.2",0.00312987732393522,0.00313589082663963
"30-34","1","37.2",0.00352769591629472,0.00354588748393177
"30-34","1","37.6",0.00295944032005949,0.00296802728067096
"30-34","1","38.3",0.00501681739659253,0.00500353298660811
"30-34","1","38.4",0.00520130146921224,0.005214531586
"30-34","1","46.7",0.00452262420596123,0.00451288883523054
"30-34","2","16.4",0.00259402038856486,0.00259244378051058
"30-34","2","16.5",0.00344804152891917,0.00342709024731805
"30-34","2","17.6",0.00308658810598713,0.00309019964809326
"30-34","2","17.9",0.00191479704552329,0.00190158248120771
"30-34","2","18",0.00221856112011004,0.00222425084259809
"30-34","2","18.4",0.00172554356369788,0.00171363509201148
"30-34","2","18.7",0.00347120416854436,0.00350866567452327
"30-34","2","19",0.0161594701070474,0.00822201366557141
"30-34","2","19.1",0.00258550867608819,0.00259459428302788
"30-34","2","19.2",0.00789921562084761,0.00455304616182893
"30-34","2","19.3",0.00303460949340694,0.00303142697747188
"30-34","2","19.4",0.00752308740432881,0.00552985229391335
"30-34","2","19.5",0.00438533347204146,0.00435506902634105
"30-34","2","19.6",0.00607580484822769,0.0060509075293916
"30-34","2","19.7",0.0123177454766505,0.00651389998107831
"30-34","2","19.8",0.0108630327541937,0.00541809802170406
"30-34","2","19.9",0.00275257558131421,0.00275046587046789
"30-34","2","20",0.00978338176359843,0.00570963837756766
"30-34","2","20.1",0.00861282831731174,0.00498440902115686
"30-34","2","20.2",0.0081054121584483,0.00466013575348379
"30-34","2","20.3",0.0107973838310039,0.00623167881429666
"30-34","2","20.4",0.00182773311526996,0.00182802312873321
"30-34","2","20.5",0.0077363663687584,0.00448290921948835
"30-34","2","20.6",0.0199942246718663,0.00833946209080873
"30-34","2","20.7",0.0172019135425806,0.00944437520518726
"30-34","2","20.8",0.00230221169057377,0.00230148455541164
"30-34","2","20.9",0.0130721841723059,0.00807756163627044
"30-34","2","21",0.00681050065612587,0.00496828727946273
"30-34","2","21.1",0.0164772980545108,0.00781696221301079
"30-34","2","21.2",0.0112638628059541,0.00670731548140939
"30-34","2","21.3",0.00729745382740823,0.00522784941744828
"30-34","2","21.4",0.00487939107379711,0.00348249426147791
"30-34","2","21.5",0.0134254846190439,0.00605577515437897
"30-34","2","21.6",0.00807043153005063,0.00473115507557486
"30-34","2","21.7",0.0137829019115614,0.00677436847798381
"30-34","2","21.8",0.0032063836994533,0.00320246963736043
"30-34","2","21.9",0.00628881611739084,0.00446320560849599
"30-34","2","22",0.00528272957512947,0.00373250839705056
"30-34","2","22.2",0.0151526539832937,0.00675826918983727
"30-34","2","22.3",0.0105267398347611,0.00788379357742523
"30-34","2","22.4",0.00913088527917345,0.00522878257767496
"30-34","2","22.5",0.00432540334807186,0.00303167154332343
"30-34","2","22.6",0.00285832833251777,0.00284432647149049
"30-34","2","22.7",0.0173293800540702,0.00869988352069641
"30-34","2","22.8",0.00794239737184309,0.00604525135744586
"30-34","2","22.9",0.00567539001438585,0.00400843657492245
"30-34","2","23",0.00795851787109652,0.00458022926262634
"30-34","2","23.1",0.00483639728818051,0.00482259396594042
"30-34","2","23.2",0.00243157559740459,0.00243677922710099
"30-34","2","23.3",0.0107087474294509,0.00539138918394118
"30-34","2","23.4",0.00784281564514363,0.00458747672617693
"30-34","2","23.6",0.00971645591133656,0.00573625697225712
"30-34","2","23.7",0.00649296107324545,0.00455355971075811
"30-34","2","23.8",0.00441462290194531,0.0031445741985842
"30-34","2","23.9",0.00674391854152485,0.00504416204864122
"30-34","2","24",0.00658800913353476,0.00390490882559045
"30-34","2","24.1",0.0169771789415046,0.00759876248367826
"30-34","2","24.2",0.013996613980767,0.00642375653891711
"30-34","2","24.3",0.00816687915356492,0.00470923649664155
"30-34","2","24.4",0.0123165618624197,0.00713688942215394
"30-34","2","24.5",0.00463954884776312,0.00328991029240289
"30-34","2","24.6",0.00597829595236056,0.00421938377798304
"30-34","2","24.7",0.00371764939747497,0.00265428366738624
"30-34","2","24.8",0.00905835475029692,0.00640219972693426
"30-34","2","24.9",0.00764896380995758,0.00443525998474203
"30-34","2","25",0.0121725702184011,0.00764865039573821
"30-34","2","25.2",0.00233435428041349,0.00233354193616623
"30-34","2","25.3",0.0111747344056819,0.00582203388411148
"30-34","2","25.4",0.00504850598422406,0.00358572803401511
"30-34","2","25.5",0.00665135009586727,0.00387328000847541
"30-34","2","25.6",0.00304039794089238,0.00302981887940311
"30-34","2","25.7",0.00317001041341926,0.00316625619504663
"30-34","2","25.8",0.00190966543570676,0.00190463683620662
"30-34","2","25.9",0.00247618807261546,0.00247497501653784
"30-34","2","26",0.00249171551310058,0.00247383308537116
"30-34","2","26.1",0.00449305975306311,0.0031835171782909
"30-34","2","26.2",0.00799934600923907,0.00466494167674599
"30-34","2","26.3",0.00296048806875595,0.0029576029447217
"30-34","2","26.4",0.0062489305675145,0.00442120262216925
"30-34","2","26.6",0.00251211902688127,0.0025088573211364
"30-34","2","26.8",0.00452147377491574,0.00318972576687876
"30-34","2","26.9",0.00876102301485406,0.0050875106243292
"30-34","2","27",0.0054912061462138,0.00387852797394687
"30-34","2","27.1",0.00685552235006277,0.00505948462633959
"30-34","2","27.2",0.00407401838847842,0.00406550457646066
"30-34","2","27.3",0.00918679137824339,0.00525605894074532
"30-34","2","27.5",0.0118689261791477,0.00596609438018454
"30-34","2","27.7",0.00225464655518412,0.00224806682222818
"30-34","2","27.8",0.00839806958832212,0.00486536618110544
"30-34","2","27.9",0.00303576834148696,0.00303931268669508
"30-34","2","28",0.00277646753476819,0.00278579077189023
"30-34","2","28.2",0.0100711698631087,0.00508653754158405
"30-34","2","28.3",0.002828113074913,0.00282450831581988
"30-34","2","28.4",0.00749171299041539,0.00532869735973275
"30-34","2","28.5",0.00475162143357065,0.00335138587306797
"30-34","2","28.6",0.00825737223801172,0.00488654892142523
"30-34","2","28.7",0.00750317766419772,0.00444805623783666
"30-34","2","28.8",0.00300503317624918,0.00300197064798024
"30-34","2","28.9",0.00880628591811202,0.00510674317551356
"30-34","2","29",0.00256425208526041,0.00256276994866831
"30-34","2","29.1",0.00771825515532991,0.00449052341932339
"30-34","2","29.3",0.005883102350626,0.00412569843501456
"30-34","2","29.4",0.00459620200305519,0.00456827417166046
"30-34","2","29.5",0.00475539508756817,0.00333416553669725
"30-34","2","29.6",0.00614994737318032,0.00360028199660831
"30-34","2","29.7",0.0026101182760934,0.00260848984069368
"30-34","2","29.8",0.00478240740471848,0.00339982709644938
"30-34","2","30.2",0.00273362966098471,0.00273158630159793
"30-34","2","30.3",0.00745852111469371,0.0054245363239591
"30-34","2","30.4",0.00270652301685954,0.00269939610340379
"30-34","2","30.6",0.0054661272935698,0.00385825142563743
"30-34","2","31",0.00215028193078776,0.00215629859602673
"30-34","2","31.1",0.00200671929686328,0.00201301099023764
"30-34","2","31.2",0.00271145018062389,0.00270948358303932
"30-34","2","31.3",0.00193216437505914,0.0019353529029267
"30-34","2","31.6",0.0046081607579787,0.00325654460557546
"30-34","2","31.7",0.0033134719034274,0.00330907183127399
"30-34","2","31.8",0.00739550618349002,0.00438704880744361
"30-34","2","32",0.00302783013700177,0.00302467527906765
"30-34","2","32.5",0.00279933912088478,0.00280060585653846
"30-34","2","32.8",0.00189446266808266,0.0018876554690804
"30-34","2","32.9",0.00318316152285711,0.00317172376042057
"30-34","2","33.2",0.0048487383052763,0.00342565699774935
"30-34","2","33.3",0.00190307020293033,0.00188993656892328
"30-34","2","33.7",0.00562756842027032,0.00402672229934203
"30-34","2","34",0.00262815707963642,0.00261444281550737
"30-34","2","34.1",0.0020031716415501,0.00200313808397657
"30-34","2","35.2",0.00294857444591334,0.00294573609448266
"30-34","2","35.3",0.00193466549020835,0.00193476561443247
"30-34","2","35.4",0.00257495218316141,0.00258749114082539
"30-34","2","35.5",0.00250192058264522,0.00250660769475969
"30-34","2","35.7",0.00241698569480389,0.00241792061007597
"30-34","2","35.9",0.00250525448770345,0.00251554696177947
"30-34","2","36.4",0.00229260616645543,0.0023082307417325
"30-34","2","36.9",0.00241859313766269,0.00241475039970116
"30-34","2","38.5",0.00246237942677435,0.00244973463458766
"30-34","2","38.8",0.00314512814158312,0.00314985211126994
"30-34","2","39",0.00458388674693565,0.00326736998009326
"30-34","2","39.6",0.00193003530138302,0.00192281699793416
"30-34","2","40.9",0.00378937570797277,0.00377520349893479
"30-34","2","42.3",0.00173782992296833,0.00173826187579722
"30-34","2","42.6",0.00237447152449927,0.00238074920722284
"30-34","2","43",0.00275639299003125,0.00275426982296325
"30-34","2","48",0.00179252981289039,0.00178823476783928
"35-39","1","18.7",0.00302211245689833,0.00302140516606349
"35-39","1","18.9",0.00510252145257894,0.00377469285212453
"35-39","1","19",0.00355155268847549,0.00355337734618917
"35-39","1","19.4",0.00279000758091247,0.00279371071863601
"35-39","1","19.8",0.0025113938198505,0.00252183908554804
"35-39","1","19.9",0.00433360707213542,0.00432197272779957
"35-39","1","20.2",0.00399379842934562,0.00399533398290462
"35-39","1","20.5",0.00205996282377727,0.00206413377401513
"35-39","1","20.6",0.00477823343070934,0.00476327468337114
"35-39","1","21.1",0.00889169425342009,0.00548307054817613
"35-39","1","21.2",0.00821127694005959,0.00572518679127685
"35-39","1","21.4",0.00950321890202318,0.00548415647662569
"35-39","1","21.5",0.00638293223790333,0.004594935057991
"35-39","1","21.6",0.0105784927809231,0.00558158603362075
"35-39","1","21.7",0.00603504886330396,0.00424582585711668
"35-39","1","21.8",0.00562854790244383,0.0039906773505408
"35-39","1","21.9",0.00535297537297641,0.00379869694500931
"35-39","1","22.1",0.00421886235203976,0.00299428099952605
"35-39","1","22.2",0.00256257891814808,0.00255768050450212
"35-39","1","22.3",0.00238516451147738,0.00238456739813461
"35-39","1","22.4",0.00261117610817117,0.0026105649922859
"35-39","1","22.5",0.00244908028356071,0.00244712869460787
"35-39","1","22.7",0.00727133408320883,0.0041891135207841
"35-39","1","22.8",0.00235371271723981,0.00235251150230161
"35-39","1","22.9",0.00863452896848473,0.00621748547479224
"35-39","1","23",0.00606577883648396,0.00425690578284096
"35-39","1","23.1",0.0135521888001921,0.00692027848706029
"35-39","1","23.2",0.00809913061043086,0.00470037439918266
"35-39","1","23.3",0.0180888620567664,0.00745282140248309
"35-39","1","23.4",0.012183550474961,0.00652453079742452
"35-39","1","23.5",0.00257665766208471,0.00258145745545808
"35-39","1","23.6",0.00521540620887905,0.00366261446831973
"35-39","1","23.7",0.0221408911347181,0.00863453530131681
"35-39","1","23.8",0.0136021311759661,0.00871631050730095
"35-39","1","23.9",0.0113774492073574,0.00704186065691299
"35-39","1","24",0.0108841773737935,0.00554661240683651
"35-39","1","24.1",0.00807801372927636,0.00465053142889603
"35-39","1","24.2",0.0171345142169739,0.00774654058223988
"35-39","1","24.3",0.00479021892389286,0.00475371668885849
"35-39","1","24.5",0.0131430714218164,0.00715913013548782
"35-39","1","24.6",0.00475803277215684,0.00334253677889281
"35-39","1","24.9",0.00738116835065221,0.00432594156066948
"35-39","1","25",0.00736659900684005,0.00526944968260691
"35-39","1","25.1",0.00450601231943395,0.00320781673623047
"35-39","1","25.2",0.0176624228148407,0.00755924372534451
"35-39","1","25.3",0.00502634194694513,0.00358798928215348
"35-39","1","25.4",0.00721302046100679,0.00419660203382303
"35-39","1","25.5",0.0192567638373925,0.00733236672546073
"35-39","1","25.6",0.00827380994115543,0.00476920671566755
"35-39","1","25.7",0.00501742205462179,0.0035277840583182
"35-39","1","25.8",0.0193238313414522,0.00789239249343474
"35-39","1","26",0.00655668270544006,0.00378651737251228
"35-39","1","26.1",0.0227189346917761,0.0089627396926789
"35-39","1","26.2",0.00471589268871601,0.00334609428076701
"35-39","1","26.3",0.00794601491388324,0.0045755938262921
"35-39","1","26.4",0.00467306508583194,0.00334049142383295
"35-39","1","26.5",0.00759914919771799,0.00541958639743023
"35-39","1","26.6",0.00841358786610187,0.00488975936026488
"35-39","1","26.7",0.00539656133382535,0.00380872327202039
"35-39","1","26.8",0.00487350225978232,0.00487758858062913
"35-39","1","27",0.00236182348591357,0.00236014766943647
"35-39","1","27.1",0.00643510792931945,0.00479708279790204
"35-39","1","27.2",0.00900416377880021,0.00522115854909944
"35-39","1","27.3",0.0046472023577767,0.00327263081820059
"35-39","1","27.4",0.0145178213903651,0.00644258224940143
"35-39","1","27.5",0.00645784819596094,0.00455428862468667
"35-39","1","27.6",0.0128005683629503,0.00647271778806866
"35-39","1","27.7",0.00241291632225212,0.00241964180437894
"35-39","1","27.8",0.0106636400504201,0.00530522044105031
"35-39","1","27.9",0.010203858235852,0.00515875061144087
"35-39","1","28",0.00305288064202798,0.00304018486695887
"35-39","1","28.1",0.00826525492877436,0.00484276503990663
"35-39","1","28.3",0.0121005086815353,0.0061653200917095
"35-39","1","28.4",0.0120800971574539,0.00631471873466101
"35-39","1","28.5",0.00281566346491724,0.00280632493026674
"35-39","1","28.6",0.00628036689239147,0.00440454569371148
"35-39","1","28.7",0.00894794035477727,0.00520213216455072
"35-39","1","28.8",0.00178898969573821,0.00179753205754635
"35-39","1","28.9",0.00801615844829939,0.00462898658978312
"35-39","1","29",0.00219628335546926,0.00219344717977743
"35-39","1","29.1",0.0099698550832058,0.00572375147013066
"35-39","1","29.2",0.00587139503265313,0.00414449600788038
"35-39","1","29.3",0.0054934698115016,0.0054723290556233
"35-39","1","29.4",0.00535109915669609,0.00382759578002008
"35-39","1","29.5",0.0112150804484284,0.00550112375153143
"35-39","1","29.6",0.0121327423476991,0.00799734621962992
"35-39","1","29.7",0.00863449727130845,0.00510895552842605
"35-39","1","29.8",0.0103225080790576,0.00521503356240628
"35-39","1","29.9",0.010608019090125,0.00531344901508665
"35-39","1","30",0.00826235105352939,0.00482364658549929
"35-39","1","30.1",0.0111419747721365,0.00696131389170937
"35-39","1","30.3",0.00533724652261546,0.00376452590042402
"35-39","1","30.4",0.0129107099785463,0.00575872812299135
"35-39","1","30.6",0.00201874366167807,0.00201800423822975
"35-39","1","30.8",0.0038448918260057,0.00382414209940138
"35-39","1","30.9",0.00320975311910524,0.00320475092507192
"35-39","1","31",0.00339211375707256,0.00338620775545911
"35-39","1","31.1",0.00645664262539925,0.00460128468077515
"35-39","1","31.3",0.0114845033506814,0.00675793208544669
"35-39","1","31.5",0.00771795879840686,0.00449724105994429
"35-39","1","31.6",0.00447127305272843,0.00316740508579983
"35-39","1","31.7",0.00288044328740289,0.00287690418358985
"35-39","1","31.8",0.00919826359639323,0.00689014947028349
"35-39","1","31.9",0.0130059467812759,0.00701865731279877
"35-39","1","32.1",0.00990908820283222,0.00594996825813126
"35-39","1","32.2",0.00257870907185249,0.00257631962288039
"35-39","1","32.3",0.00282443845927912,0.00282074615962665
"35-39","1","32.4",0.00784232868634629,0.0045297670998477
"35-39","1","32.5",0.00888028949996824,0.00512946972190024
"35-39","1","32.7",0.00201669435829531,0.00201595981979247
"35-39","1","32.8",0.00750524918443293,0.00439610975668431
"35-39","1","33.1",0.00459001513748574,0.00323031054346397
"35-39","1","33.2",0.00214800557946481,0.00214088142390317
"35-39","1","33.3",0.00271779034598679,0.00270644715751436
"35-39","1","33.4",0.00523475176913909,0.003710879415628
"35-39","1","33.5",0.011323726118227,0.00575885034396704
"35-39","1","33.8",0.00192989132253323,0.00192442115954755
"35-39","1","33.9",0.00227169630323254,0.00227028931362982
"35-39","1","34",0.00232439955455647,0.00233572708659912
"35-39","1","34.1",0.00598122625076852,0.00424282318660845
"35-39","1","34.4",0.00960713514234994,0.00569353217506686
"35-39","1","34.5",0.00218998861310461,0.00218881127216449
"35-39","1","34.6",0.00249642699498346,0.00248678553476975
"35-39","1","35.1",0.00404156134969032,0.00406926600700417
"35-39","1","35.6",0.00239920144340238,0.00239740936303465
"35-39","1","35.7",0.00244324688583235,0.0024400529059466
"35-39","1","35.8",0.00276663092839734,0.00276354690816722
"35-39","1","36.7",0.00331699406154934,0.00331146844743389
"35-39","1","36.8",0.00411718533237628,0.0041070253608124
"35-39","1","36.9",0.00275264088207341,0.00274909909927399
"35-39","1","38.9",0.00254753319149351,0.00255078620036361
"35-39","1","39.1",0.00217018146444613,0.00216696438813225
"35-39","1","40",0.00251826427250411,0.00250944378191352
"35-39","1","42.4",0.00321780430280595,0.00323423646611199
"35-39","1","44.4",0.00807649947216909,0.0080244485729036
"35-39","1","44.6",0.00320054585814951,0.00319558752716159
"35-39","2","13.7",0.00188225201245642,0.00188118247885014
"35-39","2","16.8",0.00170208531462569,0.00170142496114813
"35-39","2","17.5",0.00204004836639381,0.00203584869707801
"35-39","2","17.7",0.00143110250529742,0.0014309351863941
"35-39","2","17.9",0.00477054528235166,0.00473301159828335
"35-39","2","18.6",0.00756374278940235,0.00378717726938657
"35-39","2","18.9",0.00527080511406491,0.00372757270911522
"35-39","2","19",0.00175260611853642,0.00174810288159238
"35-39","2","19.1",0.0111401022448742,0.0052810569603564
"35-39","2","19.4",0.00194888904512273,0.00194862278199115
"35-39","2","19.6",0.00731532834008006,0.00435590352270512
"35-39","2","19.8",0.00137925794876212,0.00137916820484524
"35-39","2","19.9",0.0092666250638021,0.00464732192043979
"35-39","2","20.1",0.00187466407450313,0.0018774727894978
"35-39","2","20.3",0.00614936427994006,0.00446994008330975
"35-39","2","20.4",0.00703055222411531,0.00492289644149532
"35-39","2","20.5",0.00402131058311739,0.00282800193363546
"35-39","2","20.6",0.00725423467216134,0.00368039148782739
"35-39","2","20.7",0.0110551250423135,0.00495588149559392
"35-39","2","20.8",0.00708024634568781,0.00433973449159991
"35-39","2","20.9",0.0166946335605877,0.00747486349343172
"35-39","2","21",0.00359682288287124,0.0035886032764997
"35-39","2","21.1",0.01140553440195,0.00534479456732818
"35-39","2","21.4",0.00449895867929732,0.00318814859358037
"35-39","2","21.6",0.0173681100494644,0.0058524206007855
"35-39","2","21.7",0.00934847492906203,0.00470617463681795
"35-39","2","21.8",0.0022233002996139,0.00222294971557818
"35-39","2","21.9",0.00736913957646747,0.00369794271054098
"35-39","2","22",0.0146669240551392,0.00604828810131793
"35-39","2","22.1",0.0172355307118525,0.00701020547677505
"35-39","2","22.2",0.00220019154245871,0.00218817666667188
"35-39","2","22.4",0.018143166603436,0.00650809395506665
"35-39","2","22.5",0.0079625016797143,0.00477116993075466
"35-39","2","22.6",0.0109500789346523,0.00497673461971171
"35-39","2","22.7",0.00247530379645012,0.00246178657893742
"35-39","2","22.8",0.00859246170673604,0.00433281506107026
"35-39","2","22.9",0.01142746897278,0.00473311606432603
"35-39","2","23",0.00363984844528724,0.00258512492710747
"35-39","2","23.1",0.00979393598000979,0.00510018549848723
"35-39","2","23.2",0.00591694339589725,0.00343095743489946
"35-39","2","23.3",0.00995095091455521,0.00511886943667121
"35-39","2","23.4",0.00900450420625918,0.00459156299998639
"35-39","2","23.5",0.00274912452220102,0.00274380777453141
"35-39","2","23.6",0.01352722989952,0.00632341169994504
"35-39","2","23.7",0.0125966555728976,0.00507224437017231
"35-39","2","23.8",0.00570040891290175,0.00330597477652145
"35-39","2","23.9",0.0109377055876924,0.00491142295390935
"35-39","2","24",0.00466150256804502,0.00330745737129187
"35-39","2","24.1",0.0058324169987665,0.00339811297225445
"35-39","2","24.2",0.00164693475355114,0.00164638665880975
"35-39","2","24.3",0.00377621163191445,0.002673469823979
"35-39","2","24.4",0.00724430528140929,0.0036138232479597
"35-39","2","24.5",0.00766870117143089,0.0039076591937799
"35-39","2","24.6",0.0086549018751814,0.00518262126629157
"35-39","2","24.8",0.00422270914032024,0.00301913727343676
"35-39","2","24.9",0.00990815789265231,0.0052003758417038
"35-39","2","25",0.00771645939149947,0.0046153729068654
"35-39","2","25.1",0.010186551334142,0.00461760356483718
"35-39","2","25.3",0.00591513524458138,0.00344790137463672
"35-39","2","25.4",0.00615136643999105,0.00354479971796052
"35-39","2","25.5",0.00253420070822077,0.00253110707618704
"35-39","2","25.6",0.0148280886597183,0.00562144415285039
"35-39","2","25.7",0.0040746599077608,0.00289534786352056
"35-39","2","25.8",0.00550768658209954,0.00319105837732852
